,TAXON,SECTION,SECTION.EDITED,SUBGENUS,editDateALH
Carex_bathiei|MDG|spm00002195,Carex_bathiei,Indicae,Indicae,Carex,
Carex_cruciata|CHC|spm00005699,Carex_cruciata,Indicae,Indicae,Carex,
Carex_tenuipaniculata|CHC|spm00005859,Carex_tenuipaniculata,Indicae,Indicae,Carex,
Carex_kashmirensis|PAK|spm00006404,Carex_kashmirensis,Aulocystis,Aulocystis,Carex,
Carex_pulchra|EHM|spm00005704,Carex_pulchra,Decorae,Decorae,Carex,
Carex_neopolycephala|CHC|spm00005794,Carex_neopolycephala,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_polycephala|EHM|spm00005811,Carex_polycephala,Occlusae,Occlusae,Carex,
Carex_decora|EHM|spm00005703,Carex_decora,Decorae,Decorae,Carex,
Carex_dielsiana|VIE|spm00007870,Carex_dielsiana,Decorae,Decorae,Carex,
Carex_insignis|EHM|spm00005755,Carex_insignis,Decorae,Decorae,Carex,
Carex_kumaonensis|EHM|spm00005764,Carex_kumaonensis,Decorae,Decorae,Carex,
Carex_daltonii|EHM|spm00005702,Carex_daltonii,Decorae,Decorae,Carex,
Carex_inclinis|EHM|spm00005748,Carex_inclinis,Decorae,Decorae,Carex,
Carex_tristachya_var_pocilliformis|KOR|spm00000352,Carex_tristachya_var_pocilliformis,NA,Mitratae,Carex,
Carex_pseudotristachya|CHS|spm00000098,Carex_pseudotristachya,Mitratae,Mitratae,Carex,
Carex_tristachya_var_tristachya|CHS|spm00000132,Carex_tristachya_var_tristachya,NA,Mitratae,Carex,
Carex_breviscapa|VIE|spm00007865,Carex_breviscapa,Lageniformes,Lageniformes,Carex,
Carex_cryptostachys|VIE|spm00007869,Carex_cryptostachys,Cryptostachyae,Cryptostachyae,Carex,
Carex_balansae|VIE|spm00007863,Carex_balansae,Unplaced_coreCarex,Unplaced_coreCarex,Carex,
Carex_stramentitia|VIE|spm00007895,Carex_stramentitia,Indicae,Indicae,Carex,
Carex_indica|QLD|spm00002191,Carex_indica,Indicae,Indicae,Carex,
Carex_elatior|MDG|spm00002220,Carex_elatior,Indicae,Indicae,Carex,
Carex_tricephala|THA|spm00005864,Carex_tricephala,Scabrellae,Scabrellae,Carex,
Carex_nodiflora|PHI|spm00005798,Carex_nodiflora,Unplaced_coreCarex,Unplaced_coreCarex,Carex,
Carex_atrivaginata|VIE|NCBI_Ford_1230A,Carex_atrivaginata,Unplaced_coreCarex,Unplaced_coreCarex,Carex,
Carex_euprepes|VIE|spm00007872,Carex_euprepes,Euprepes,Euprepes,Carex,
Carex_longipes|EHM|spm00005772,Carex_longipes,Graciles,Graciles,Carex,
Carex_bavicola|VIE|spm00007864,Carex_bavicola,Unplaced_coreCarex,Unplaced_coreCarex,Carex,
Carex_perakensis_var_perakensis|VIE|spm00007889,Carex_perakensis_var_perakensis,NA,Decorae,Carex,
Carex_nitidiutriculata|CHC|spm00005796,Carex_nitidiutriculata,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_munda|EHM|spm00005788,Carex_munda,Mundae,Mundae,Carex,
Carex_barbayaki|CHC|spm00005651,Carex_barbayaki,NA,Decorae,Carex,
Carex_handelii|CHC|spm00005737,Carex_handelii,Chlorostachyae,Chlorostachyae,Carex,
Carex_changmuensis|CHC|spm00006422,Carex_changmuensis,Careyanae,Careyanae,Carex,
Carex_lenta|KOR|NCBI_Jung_2368,Carex_lenta,Graciles,Graciles,Carex,
Carex_longicruris|EHM|spm00005770,Carex_longicruris,Graciles,Graciles,Carex,
Carex_henryi|CHC|spm00005740,Carex_henryi,Graciles,Graciles,Carex,
Carex_gongshanensis|CHC|spm00005729,Carex_gongshanensis,Graciles,Graciles,Carex,
Carex_mosoynensis|CHC|spm00005785,Carex_mosoynensis,Graciles,Graciles,Carex,
Carex_gentilis|CHC|spm00006418,Carex_gentilis,Graciles,Graciles,Carex,
Carex_brunnea|CHC|spm00007866,Carex_brunnea,Graciles,Graciles,Carex,
Carex_teinogyna|JAP|spm00007896,Carex_teinogyna,Graciles,Graciles,Carex,
Carex_meyenii|HAW|spm00004530,Carex_meyenii,Graciles,Graciles,Carex,
Carex_eburnea|MIC|spm00000842,Carex_eburnea,Albae,Albae,Carex,
Carex_alba|SPA|spm00000584,Carex_alba,Albae,Albae,Carex,
Carex_ussuriensis|CHS|spm00000533,Carex_ussuriensis,Albae,Albae,Carex,
Carex_mesochorea|ALA|spm00001097,Carex_mesochorea,Phaestoglochin,Phaestoglochin,Vignea,
Carex_perdentata|TEX|spm00001191,Carex_perdentata,Phaestoglochin,Phaestoglochin,Vignea,
Carex_leavenworthii|KTY|spm00005410,Carex_leavenworthii,Phaestoglochin,Phaestoglochin,Vignea,
Carex_aggregata|KTY|spm00000685,Carex_aggregata,Phaestoglochin,Phaestoglochin,Vignea,
Carex_gravida|TEN|spm00000970,Carex_gravida,Phaestoglochin,Phaestoglochin,Vignea,
Carex_austrina|MRY|spm00000790,Carex_austrina,Phaestoglochin,Phaestoglochin,Vignea,
Carex_sparganioides|DEL|spm00001289,Carex_sparganioides,Phaestoglochin,Phaestoglochin,Vignea,
Carex_cephaloidea|MAI|spm00000804,Carex_cephaloidea,Phaestoglochin,Phaestoglochin,Vignea,
Carex_conjuncta|DEL|spm00000784,Carex_conjuncta,Vulpinae,Vulpinae,Vignea,
Carex_alopecoidea|ILL|spm00001728,Carex_alopecoidea,Vulpinae,Vulpinae,Vignea,
Carex_fissa_var_fissa|TEX|spm00000880,Carex_fissa_var_fissa,NA,Multiflorae,Vignea,
Carex_triangularis|TEX|spm00001344,Carex_triangularis,Multiflorae,Multiflorae,Vignea,
Carex_annectens|ALA|spm00000730,Carex_annectens,Multiflorae,Multiflorae,Vignea,
Carex_brongniartii|AGE|spm00007243,Carex_brongniartii,Bracteosae,Bracteosae,Vignea,
Carex_fissa_var_aristata|FLA|spm00005400,Carex_fissa_var_aristata,NA,Multiflorae,Vignea,
Carex_vulpinoidea|CAL|spm00001351,Carex_vulpinoidea,Multiflorae,Multiflorae,Vignea,
Carex_densa|ORE|spm00001669,Carex_densa,Multiflorae,Multiflorae,Vignea,
Carex_marianensis|MXE|spm00000280,Carex_marianensis,Multiflorae,Multiflorae,Vignea,
Carex_ownbeyi|AGW|spm00007354,Carex_ownbeyi,Bracteosae,Bracteosae,Vignea,
Carex_muehlenbergii_var_enervis|ARK|spm00001966,Carex_muehlenbergii_var_enervis,NA,Phaestoglochin,Vignea,
Carex_muehlenbergii_var_muehlenbergii|WIS|spm00002520,Carex_muehlenbergii_var_muehlenbergii,NA,Phaestoglochin,Vignea,
Carex_cephalophora|MRY|spm00000828,Carex_cephalophora,Phaestoglochin,Phaestoglochin,Vignea,
Carex_xalapensis|MXC|spm00000304,Carex_xalapensis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_hypoleucos|AGS|spm00007275,Carex_hypoleucos,NA,Bracteosae,Vignea,
Carex_firmicaulis|AGS|spm00007258,Carex_firmicaulis,Foetidae,Foetidae,Vignea,
Carex_reichei|AGW|spm00007502,Carex_reichei,NA,Bracteosae,Vignea,
Carex_pleioneura|CLC|spm00007553,Carex_pleioneura,Foetidae,Foetidae,Vignea,
Carex_nervina|CAL|spm00001840,Carex_nervina,Vulpinae,Vulpinae,Vignea,
Carex_lycurus|MLW|spm00000206,Carex_lycurus,Stenorhynchae,Stenorhynchae,Vignea,
Carex_leptosaccus|UGA|spm00000201,Carex_leptosaccus,Stenorhynchae,Stenorhynchae,Vignea,
Carex_conferta|ETH|spm00000184,Carex_conferta,Stenorhynchae,Stenorhynchae,Vignea,
Carex_cruscorvi|FLA|spm00000822,Carex_cruscorvi,NA,Vulpinae,Vignea,
Carex_laevivaginata|ALA|spm00000993,Carex_laevivaginata,Vulpinae,Vulpinae,Vignea,
Carex_stipata_var_stipata|MAN|spm00001253,Carex_stipata_var_stipata,NA,Vulpinae,Vignea,
Carex_oklahomensis|ARK|spm00001111,Carex_oklahomensis,Vulpinae,Vulpinae,Vignea,
Carex_jonesii|WAS|spm00001610,Carex_jonesii,Vulpinae,Vulpinae,Vignea,
Carex_vernacula|CAL|spm00005382,Carex_vernacula,Foetidae,Foetidae,Vignea,
Carex_neurophora|WAS|spm00001615,Carex_neurophora,Vulpinae,Vulpinae,Vignea,
Carex_decomposita|DEL|spm00000836,Carex_decomposita,Heleoglochin,Heleoglochin,Vignea,
Carex_subfuegiana|CLS|spm00007554,Carex_subfuegiana,Divisae,Divisae,Vignea,
Carex_chihuahuensis|MXN|spm00000265,Carex_chihuahuensis,Multiflorae,Multiflorae,Vignea,
Carex_ecuadorica|PER|spm00007495,Carex_ecuadorica,Foetidae,Foetidae,Vignea,
Carex_macrorrhiza|AGE|spm00007345,Carex_macrorrhiza,Divisae,Divisae,Vignea,
Carex_praegracilis|CAL|spm00001157,Carex_praegracilis,Divisae,Divisae,Vignea,
Carex_alma|CAL|spm00000703,Carex_alma,Multiflorae,Multiflorae,Vignea,
Carex_pansa|CAL|spm00001964,Carex_pansa,Divisae,Divisae,Vignea,
Carex_diandra|CAL|spm00000840,Carex_diandra,Heleoglochin,Heleoglochin,Vignea,
Carex_prairea|BRC|spm00001951,Carex_prairea,Heleoglochin,Heleoglochin,Vignea,
Carex_cusickii|BRC|spm00002004,Carex_cusickii,Heleoglochin,Heleoglochin,Vignea,
Carex_simulata|CAL|spm00001284,Carex_simulata,Divisae,Divisae,Vignea,
Carex_gayana|AGS|spm00007273,Carex_gayana,Divisae,Divisae,Vignea,
Carex_yamatsutana||spm00005879,Carex_yamatsutana,Ammoglochin,Ammoglochin,Vignea,
Carex_praecox|HUN|spm00002176,Carex_praecox,Ammoglochin,Ammoglochin,Vignea,
Carex_colchica|UKR|spm00002173,Carex_colchica,Ammoglochin,Ammoglochin,Vignea,
Carex_brizoides|GER|spm00005239,Carex_brizoides,Ammoglochin,Ammoglochin,Vignea,
Carex_arenaria|DEL|spm00000733,Carex_arenaria,Ammoglochin,Ammoglochin,Vignea,
Carex_pseudobrizoides|POL|spm00002177,Carex_pseudobrizoides,Ammoglochin,Ammoglochin,Vignea,
Carex_ligerica|GER|NCBI_SMC_3409,Carex_ligerica,Ammoglochin,Ammoglochin,Vignea,
Carex_remota|YUG|spm00006118,Carex_remota,Remotae,Remotae,Vignea,
Carex_ovatispiculata|CHT|spm00006410,Carex_ovatispiculata,Remotae,Remotae,Vignea,
Carex_remotiuscula|CHC|spm00002615,Carex_remotiuscula,Remotae,Remotae,Vignea,
Carex_rochebrunii|CHT|spm00006409,Carex_rochebrunii,Remotae,Remotae,Vignea,
Carex_planata|JAP|spm00005429,Carex_planata,Remotae,Remotae,Vignea,
Carex_alta|CH|spm00002237,Carex_alta,Planatae,Planatae,Vignea,
Carex_parallela|KHA|spm00006471,Carex_parallela,Physoglochin,Physoglochin,Vignea,
Carex_gynocrates|ASK|spm00001630,Carex_gynocrates,Physoglochin,Physoglochin,Vignea,
Carex_dioica|SWE|spm00004523,Carex_dioica,Physoglochin,Physoglochin,Vignea,
Carex_davalliana|FIN|spm00003596,Carex_davalliana,Physoglochin,Physoglochin,Vignea,
Carex_duriuscula|ASK|spm00001653,Carex_duriuscula,Divisae,Divisae,Vignea,
Carex_stenophylla|HUN|spm00002178,Carex_stenophylla,Divisae,Divisae,Vignea,
Carex_divisa|MRY|spm00002064,Carex_divisa,Divisae,Divisae,Vignea,
Carex_erythrorrhiza|ETH|spm00000191,Carex_erythrorrhiza,Stenorhynchae,Stenorhynchae,Vignea,
Carex_paniculata_ssp_lusitanica|SPA|spm00002563,Carex_paniculata_ssp_lusitanica,NA,Heleoglochin,Vignea,
Carex_paniculata_ssp_paniculata|GRC|spm00006108,Carex_paniculata_ssp_paniculata,NA,Heleoglochin,Vignea,
Carex_paniculata_ssp_calderae|CNY|NCBI_JACA_8893,Carex_paniculata_ssp_calderae,NA,Heleoglochin,Vignea,
Carex_canariensis|CNY|spm00002291,Carex_canariensis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_otomana|IRN|spm00004583,Carex_otomana,Phaestoglochin,Phaestoglochin,Vignea,
Carex_muricata_ssp_muricata|POL|spm00004400,Carex_muricata_ssp_muricata,NA,Phaestoglochin,Vignea,
Carex_leersii|NET|spm00004394,Carex_leersii,Phaestoglochin,Phaestoglochin,Vignea,
Carex_pairae|SPA|spm00004403,Carex_pairae,Phaestoglochin,Phaestoglochin,Vignea,
Carex_muricata_ssp_cesanensis|FRA|spm00004398,Carex_muricata_ssp_cesanensis,NA,Phaestoglochin,Vignea,
Carex_divulsa|NET|spm00004392,Carex_divulsa,Phaestoglochin,Phaestoglochin,Vignea,
Carex_magacis|SPA|spm00004395,Carex_magacis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_spicata_ssp_andresii|SPA|spm00004404,Carex_spicata_ssp_andresii,NA,Phaestoglochin,Vignea,
Carex_enokii||spm00004585,Carex_enokii,Phaestoglochin,Phaestoglochin,Vignea,
Carex_vulpina|GER|NCBI_HMH_2086,Carex_vulpina,Vulpinae,Vulpinae,Vignea,
Carex_otrubae|SPA|spm00000559,Carex_otrubae,Vulpinae,Vulpinae,Vignea,
Carex_muricata_ssp_ashokae|IRN|spm00004581,Carex_muricata_ssp_ashokae,NA,Phaestoglochin,Vignea,
Carex_spicata_ssp_spicata|BUL|spm00001272,Carex_spicata_ssp_spicata,NA,Phaestoglochin,Vignea,
Carex_egorovae||spm00004582,Carex_egorovae,Phaestoglochin,Phaestoglochin,Vignea,
Carex_glomerabilis|CPP|spm00000194,Carex_glomerabilis,Stenorhynchae,Stenorhynchae,Vignea,
Carex_wallichiana|CHC|spm00005712,Carex_wallichiana,Echinochloomorphae,Echinochloomorphae,Vignea,
Carex_lachenalii_ssp_parkeri|NZS|spm00006050,Carex_lachenalii_ssp_parkeri,NA,Glareosae,Vignea,
Carex_lachenalii_ssp_lachenalii|ASK|spm00001640,Carex_lachenalii_ssp_lachenalii,NA,Glareosae,Vignea,
Carex_mackenziei|ASK|spm00001657,Carex_mackenziei,Glareosae,Glareosae,Vignea,
Carex_nemurensis|SAK|spm00006074,Carex_nemurensis,Glareosae,Glareosae,Vignea,
Carex_glareosa_ssp_glareosa|MAN|spm00001756,Carex_glareosa_ssp_glareosa,NA,Glareosae,Vignea,
Carex_ursina|YUK|spm00001975,Carex_ursina,Glareosae,Glareosae,Vignea,
Carex_diastena|SAK|spm00004627,Carex_diastena,Glareosae,Glareosae,Vignea,
Carex_heleonastes|ABT|spm00001954,Carex_heleonastes,Glareosae,Glareosae,Vignea,
Carex_trisperma_var_billingsii|ONT|spm00004630,Carex_trisperma_var_billingsii,NA,Glareosae,Vignea,
Carex_trisperma_var_trisperma|GNL|spm00006097,Carex_trisperma_var_trisperma,NA,Glareosae,Vignea,
Carex_loliacea|ASK|spm00001650,Carex_loliacea,Glareosae,Glareosae,Vignea,
Carex_marina_ssp_marina|MAN|spm00001746,Carex_marina_ssp_marina,NA,Glareosae,Vignea,
Carex_marina_ssp_pseudolagopina|GNL|spm00006071,Carex_marina_ssp_pseudolagopina,NA,Glareosae,Vignea,
Carex_tenuiflora|MAN|spm00001313,Carex_tenuiflora,Glareosae,Glareosae,Vignea,
Carex_brunnescens_ssp_sphaerostachya|ONT|spm00005986,Carex_brunnescens_ssp_sphaerostachya,NA,Glareosae,Vignea,
Carex_brunnescens_ssp_brunnescens|FIN|spm00005972,Carex_brunnescens_ssp_brunnescens,NA,Glareosae,Vignea,
Carex_kreczetoviczii|KAM|spm00004632,Carex_kreczetoviczii,Glareosae,Glareosae,Vignea,
Carex_lucennoiberica|SPA|spm00006015,Carex_lucennoiberica,NA,Glareosae,Vignea,
Carex_furva|SPA|spm00006018,Carex_furva,Glareosae,Glareosae,Vignea,
Carex_canescens_ssp_disjuncta|NFL|spm00001496,Carex_canescens_ssp_disjuncta,NA,Glareosae,Vignea,
Carex_lapponica|ASK|spm00001641,Carex_lapponica,Glareosae,Glareosae,Vignea,
Carex_canescens_ssp_canescens|FIN|spm00005994,Carex_canescens_ssp_canescens,NA,Glareosae,Vignea,
Carex_arctiformis|BRC|spm00001851,Carex_arctiformis,Glareosae,Glareosae,Vignea,
Carex_praeceptorum|CAL|spm00001952,Carex_praeceptorum,NA,Glareosae,Vignea,
Carex_traiziscana|JAP|spm00006095,Carex_traiziscana,Glareosae,Glareosae,Vignea,
Carex_bonanzensis|ASK|spm00001820,Carex_bonanzensis,Glareosae,Glareosae,Vignea,
Carex_pseudololiacea|KHA|spm00006082,Carex_pseudololiacea,Glareosae,Glareosae,Vignea,
Carex_illota|CAL|spm00000961,Carex_illota,Glareosae,Glareosae,Vignea,
Carex_arcta|ASK|spm00000710,Carex_arcta,Glareosae,Glareosae,Vignea,
Carex_laeviculmis|CAL|spm00001397,Carex_laeviculmis,Glareosae,Glareosae,Vignea,
Carex_sterilis|MAN|spm00001743,Carex_sterilis,Stellulatae,Stellulatae,Vignea,
Carex_atlantica_ssp_atlantica|FLA|spm00000718,Carex_atlantica_ssp_atlantica,NA,Stellulatae,Vignea,
Carex_ruthii|NCA|spm00001206,Carex_ruthii,Stellulatae,Stellulatae,Vignea,
Carex_atlantica_ssp_capillacea|PEN|spm00005432,Carex_atlantica_ssp_capillacea,NA,Stellulatae,Vignea,
Carex_interior|MIC|spm00000972,Carex_interior,Stellulatae,Stellulatae,Vignea,
Carex_wiegandii|MAI|spm00001353,Carex_wiegandii,Stellulatae,Stellulatae,Vignea,
Carex_omiana|JAP|NCBI_Waterway_3651,Carex_omiana,Stellulatae,Stellulatae,Vignea,
Carex_echinata_ssp_echinata|ASK|spm00001633,Carex_echinata_ssp_echinata,NA,Stellulatae,Vignea,
Carex_exilis|DEL|spm00000887,Carex_exilis,Stellulatae,Stellulatae,Vignea,
Carex_seorsa|DEL|spm00001242,Carex_seorsa,Stellulatae,Stellulatae,Vignea,
Carex_elongata|RUC|spm00005949,Carex_elongata,Elongatae,Elongatae,Vignea,
Carex_foetida|SWI|spm00000565,Carex_foetida,Foetidae,Foetidae,Vignea,
Carex_tereticaulis|NSW|NCBI_CANB_0053977,Carex_tereticaulis,Heleoglochin,Heleoglochin,Vignea,
Carex_appressa_var_appressa|NSW|spm00002189,Carex_appressa_var_appressa,NA,Heleoglochin,Vignea,
Carex_appressa_var_virgata|NZS|spm00005389,Carex_appressa_var_virgata,NA,Heleoglochin,Vignea,
Carex_incomitata|NSW|spm00002446,Carex_incomitata,Heleoglochin,Heleoglochin,Vignea,
Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_sectoides,Heleoglochin,Heleoglochin,Vignea,
Carex_secta|NZ|NCBI_Waterway_3650,Carex_secta,Heleoglochin,Heleoglochin,Vignea,
Carex_tenuiculmis|NZS|NCBI_AK_311164,Carex_tenuiculmis,Heleoglochin,Heleoglochin,Vignea,
Carex_appropinquata|GER|spm00002248,Carex_appropinquata,Heleoglochin,Heleoglochin,Vignea,
Carex_vulpinaris|AFG|spm00003473,Carex_vulpinaris,Phaestoglochin,Phaestoglochin,Vignea,
Carex_declinata||NCBI_Clemens_1189,Carex_declinata,Vulpinae,Vulpinae,Vignea,
Carex_leptopoda|BRC|spm00001399,Carex_leptopoda,Deweyanae,Deweyanae,Vignea,
Carex_bolanderi|CAL|spm00001414,Carex_bolanderi,Deweyanae,Deweyanae,Vignea,
Carex_senanensis|JAP|NCBI_Nagase_2976,Carex_senanensis,Deweyanae,Deweyanae,Vignea,
Carex_infirminervia|CAL|spm00001398,Carex_infirminervia,Deweyanae,Deweyanae,Vignea,
Carex_deweyana_var_deweyana|MAN|spm00001039,Carex_deweyana_var_deweyana,NA,Deweyanae,Vignea,
Carex_giovanniana|AGW|spm00007326,Carex_giovanniana,NA,Bracteosae,Vignea,
Carex_subdivulsa|AGW|spm00007309,Carex_subdivulsa,Bracteosae,Bracteosae,Vignea,
Carex_rupicola|AGE|spm00007247,Carex_rupicola,Bracteosae,Bracteosae,Vignea,
Carex_sororia|PAR|spm00005362,Carex_sororia,Bracteosae,Bracteosae,Vignea,
Carex_uruguensis|AGE|spm00007367,Carex_uruguensis,Bracteosae,Bracteosae,Vignea,
Carex_pedicularis|AGE|spm00007369,Carex_pedicularis,NA,Bracteosae,Vignea,
Carex_feddeana|AGE|spm00007371,Carex_feddeana,Bracteosae,Bracteosae,Vignea,
Carex_bracteosa|CLC|spm00007539,Carex_bracteosa,Bracteosae,Bracteosae,Vignea,
Carex_bonariensis|AGE|spm00007239,Carex_bonariensis,Bracteosae,Bracteosae,Vignea,
Carex_fossa|AGE|spm00007246,Carex_fossa,Bracteosae,Bracteosae,Vignea,
Carex_arkansana|ILL|spm00000737,Carex_arkansana,Phaestoglochin,Phaestoglochin,Vignea,
Carex_vallicola|BRC|spm00001986,Carex_vallicola,Phaestoglochin,Phaestoglochin,Vignea,
Carex_rosea|MAI|spm00001214,Carex_rosea,Phaestoglochin,Phaestoglochin,Vignea,
Carex_radiata|MIC|spm00001198,Carex_radiata,Phaestoglochin,Phaestoglochin,Vignea,
Carex_appalachica|MAS|spm00000721,Carex_appalachica,Phaestoglochin,Phaestoglochin,Vignea,
Carex_socialis|ALA|spm00001288,Carex_socialis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_retroflexa|DEL|spm00001190,Carex_retroflexa,Phaestoglochin,Phaestoglochin,Vignea,
Carex_texensis|TEN|spm00005419,Carex_texensis,Phaestoglochin,Phaestoglochin,Vignea,
Carex_kobomugi|VRG|spm00000979,Carex_kobomugi,Macrocephalae,Macrocephalae,Vignea,
Carex_macrocephala|ASK|spm00001434,Carex_macrocephala,Macrocephalae,Macrocephalae,Vignea,
Carex_douglasii|MNT|spm00002384,Carex_douglasii,Divisae,Divisae,Vignea,
Carex_perglobosa|COL|spm00001803,Carex_perglobosa,Foetidae,Foetidae,Vignea,
Carex_potosina|MXE|spm00002588,Carex_potosina,Potosinae,Potosinae,Vignea,
Carex_neurocarpa|PRM|spm00006483,Carex_neurocarpa,Phleoideae,Phleoideae,Vignea,
Carex_leiorhyncha|KOR|spm00002471,Carex_leiorhyncha,Phleoideae,Phleoideae,Vignea,
Carex_fluviatilis|CHC|spm00002407,Carex_fluviatilis,Phleoideae,Phleoideae,Vignea,
Carex_nubigena|CHC|spm00003362,Carex_nubigena,Phleoideae,Phleoideae,Vignea,
Carex_albata|JAP|spm00005254,Carex_albata,Phleoideae,Phleoideae,Vignea,
Carex_laevissima|PRM|spm00006466,Carex_laevissima,Phleoideae,Phleoideae,Vignea,
Carex_unisexualis||NCBI_Lai_2521,Carex_unisexualis,Holarrhenae,Holarrhenae,Vignea,
Carex_tribuloides_var_sangamonensis|MSI|spm00002714,Carex_tribuloides_var_sangamonensis,NA,Ovales,Vignea,
Carex_projecta|MAN|spm00001176,Carex_projecta,Ovales,Ovales,Vignea,
Carex_bebbii|MAN|spm00000745,Carex_bebbii,Ovales,Ovales,Vignea,
Carex_cristatella|KTY|spm00000800,Carex_cristatella,Ovales,Ovales,Vignea,
Carex_tribuloides_var_tribuloides|SCA|spm00001323,Carex_tribuloides_var_tribuloides,NA,Ovales,Vignea,
Carex_crawfordii|ILL|spm00002161,Carex_crawfordii,Ovales,Ovales,Vignea,
Carex_cumulata|ILL|spm00000871,Carex_cumulata,Ovales,Ovales,Vignea,
Carex_opaca|OKL|spm00001133,Carex_opaca,Ovales,Ovales,Vignea,
Carex_shinnersii|TEN|spm00001225,Carex_shinnersii,Ovales,Ovales,Vignea,
Carex_missouriensis|ILL|spm00001067,Carex_missouriensis,Ovales,Ovales,Vignea,
Carex_muskingumensis|MIC|spm00001115,Carex_muskingumensis,Ovales,Ovales,Vignea,
Carex_merrittfernaldii|MAN|spm00001051,Carex_merrittfernaldii,NA,Ovales,Vignea,
Carex_bicknellii|INI|spm00000744,Carex_bicknellii,Ovales,Ovales,Vignea,
Carex_reniformis|GEO|spm00001187,Carex_reniformis,Ovales,Ovales,Vignea,
Carex_tenera|MAN|spm00001750,Carex_tenera,Ovales,Ovales,Vignea,
Carex_echinodes|WIS|spm00002699,Carex_echinodes,Ovales,Ovales,Vignea,
Carex_oronensis|MAI|spm00001898,Carex_oronensis,Ovales,Ovales,Vignea,
Carex_normalis|ALA|spm00001059,Carex_normalis,Ovales,Ovales,Vignea,
Carex_silicea|DEL|spm00001232,Carex_silicea,Ovales,Ovales,Vignea,
Carex_festucacea|TEX|spm00000892,Carex_festucacea,Ovales,Ovales,Vignea,
Carex_brevior|BRC|spm00001823,Carex_brevior,Ovales,Ovales,Vignea,
Carex_molestiformis|ARK|spm00001073,Carex_molestiformis,Ovales,Ovales,Vignea,
Carex_molesta|DEL|spm00001070,Carex_molesta,Ovales,Ovales,Vignea,
Carex_hyalina|MSI|spm00000912,Carex_hyalina,Ovales,Ovales,Vignea,
Carex_tincta|MAI|spm00001342,Carex_tincta,Ovales,Ovales,Vignea,
Carex_michoacana||NCBI_AUTHOR_Reznicek_544,Carex_michoacana,Ovales,Ovales,Vignea,
Carex_tetrastachya|TEX|spm00001269,Carex_tetrastachya,Ovales,Ovales,Vignea,
Carex_feta|CAL|spm00000893,Carex_feta,Ovales,Ovales,Vignea,
Carex_leporina|WIS|spm00001780,Carex_leporina,Ovales,Ovales,Vignea,
Carex_albolutescens|OKL|spm00000694,Carex_albolutescens,Ovales,Ovales,Vignea,
Carex_waponahkikensis|MAI|spm00002632,Carex_waponahkikensis,NA,Ovales,Vignea,
Carex_scoparia|MAI|spm00001255,Carex_scoparia,Ovales,Ovales,Vignea,
Carex_suberecta|ARK|spm00001559,Carex_suberecta,Ovales,Ovales,Vignea,
Carex_alata|ALA|spm00000687,Carex_alata,Ovales,Ovales,Vignea,
Carex_balfourii|REU|spm00000528,Carex_balfourii,Ammoglochin,Ammoglochin,Vignea,
Carex_vexans|FLA|spm00001366,Carex_vexans,Ovales,Ovales,Vignea,
Carex_longii|ARK|spm00001001,Carex_longii,Ovales,Ovales,Vignea,
Carex_meridionalis|AGE|NCBI_MA_695301,Carex_meridionalis,NA,Ovales,Vignea,
Carex_interjecta|MXC|spm00002454,Carex_interjecta,Ovales,Ovales,Vignea,
Carex_ozarkana|ARK|spm00002557,Carex_ozarkana,Ovales,Ovales,Vignea,
Carex_straminea|DEL|spm00001252,Carex_straminea,Ovales,Ovales,Vignea,
Carex_hormathodes|NSC|spm00002114,Carex_hormathodes,Ovales,Ovales,Vignea,
Carex_athrostachya|CAL|spm00000727,Carex_athrostachya,Ovales,Ovales,Vignea,
Carex_unilateralis|WAS|spm00001592,Carex_unilateralis,Ovales,Ovales,Vignea,
Carex_leporinella|WAS|spm00001613,Carex_leporinella,Ovales,Ovales,Vignea,
Carex_sychnocephala|ONT|spm00001900,Carex_sychnocephala,Ovales,Ovales,Vignea,
Carex_petasata|UTA|spm00001192,Carex_petasata,Ovales,Ovales,Vignea,
Carex_tahoensis|ORE|spm00001675,Carex_tahoensis,Ovales,Ovales,Vignea,
Carex_xerantica|ONT|spm00001913,Carex_xerantica,Ovales,Ovales,Vignea,
Carex_adusta|ABT|spm00002072,Carex_adusta,Ovales,Ovales,Vignea,
Carex_subbracteata|CAL|spm00001955,Carex_subbracteata,Ovales,Ovales,Vignea,
Carex_gracilior|CAL|spm00001692,Carex_gracilior,Ovales,Ovales,Vignea,
Carex_pachystachya|ASK|spm00001864,Carex_pachystachya,Ovales,Ovales,Vignea,
Carex_preslii|ORE|spm00001174,Carex_preslii,Ovales,Ovales,Vignea,
Carex_harfordii|CAL|spm00000965,Carex_harfordii,Ovales,Ovales,Vignea,
Carex_stenoptila|UTA|spm00001282,Carex_stenoptila,Ovales,Ovales,Vignea,
Carex_subfusca|CAL|spm00001868,Carex_subfusca,Ovales,Ovales,Vignea,
Carex_macloviana||spm00002163,Carex_macloviana,Ovales,Ovales,Vignea,
